id,complaint_text,department,issue_type,locality,duration_text,latitude,longitude,status
C1377,Unauthorized commercial establishment causing Stray Animals late night in Connaught Place for for past 4 days.,Other,Stray Animals,Connaught Place,for past 4 days,28.630483,77.21588,Pending
C1532,No drinking water received in Saket due to Water Contamination since last 2 weeks.,Water,Water Contamination,Saket,2 weeks,28.523445,77.206744,In Progress
C1439,Dense bushes and Park Cleanliness in Krishna Nagar park haven't been trimmed for since last Thursday.,Parks,Park Cleanliness,Krishna Nagar,since last Thursday,28.658898,77.278692,Pending
C2075,Choked drainage and Sewage Overflow outside Metro Station in Lajpat Nagar for past 3 days.,Sewage,Sewage Overflow,Lajpat Nagar,3 days,28.567061,77.243669,Pending
C1860,Open drain with Manhole Overflow causing severe mosquito menace in Karol Bagh.,Sewage,Manhole Overflow,Karol Bagh,1 week,28.6518,77.192681,Pending
C1925,Illegal waste and Illegal Dumping dumped openly beside Metro Station in Lajpat Nagar.,Sanitation,Illegal Dumping,Lajpat Nagar,2 days,28.5674,77.24182,Pending
C1611,There is a deep Footpath Damage on Vasant Kunj Main Road causing severe traffic congestion.,Roads,Footpath Damage,Vasant Kunj,24 hours,28.528692,77.155169,Pending
C1168,Auto-rickshaws blocking entry with Missing Signboard outside Pillar 45 in Indirapuram.,Traffic,Missing Signboard,Indirapuram,24 hours,28.642216,77.369609,In Progress
C1830,Underground Water Contamination near Gate 2 causing street flooding in Dwarka Sector 6.,Water,Water Contamination,Dwarka Sector 6,2 weeks,28.584285,77.060208,Pending
C1561,Black foul-smelling Gutter Stagnation flooding the main road in Indirapuram for 24 hours.,Sewage,Gutter Stagnation,Indirapuram,24 hours,28.642969,77.373252,Pending
C1142,No drinking water received in Noida Sector 62 due to Water Contamination since last 48 hours.,Water,Water Contamination,Noida Sector 62,48 hours,28.627356,77.364714,Pending
C1291,Sanitation workers haven't cleared Illegal Dumping near Metro Station in Mayur Vihar Phase 1 for past 3 days.,Sanitation,Illegal Dumping,Mayur Vihar Phase 1,3 days,28.606721,77.294633,Pending
C1172,Public health emergency due to unattended Garbage Dump near school gate in Saket.,Sanitation,Garbage Dump,Saket,since last Thursday,28.523847,77.20605,Pending
C1361,Choked drainage and Gutter Stagnation outside Mother Dairy in Lajpat Nagar for past since Monday.,Sewage,Gutter Stagnation,Lajpat Nagar,since Monday,28.565732,77.242103,In Progress
C1517,No drinking water received in Pitampura due to Low Water Pressure since last since last Thursday.,Water,Low Water Pressure,Pitampura,since last Thursday,28.698623,77.139669,Pending
C1553,Heavy storm caused Park Cleanliness blocking the entrance of Krishna Nagar park near Mother Dairy.,Parks,Park Cleanliness,Krishna Nagar,24 hours,28.659675,77.279945,Pending
C1867,Commercial vehicles and cabs doing Traffic Congestion on narrow road in Dwarka Sector 6 for 24 hours.,Traffic,Traffic Congestion,Dwarka Sector 6,24 hours,28.580477,77.059111,Resolved
C1047,"Broken boundary wall and Tree Fall Hazard in municipal garden, Vasant Kunj.",Parks,Tree Fall Hazard,Vasant Kunj,48 hours,28.529725,77.153946,Pending
C1434,Black foul-smelling Manhole Overflow flooding the main road in Noida Sector 62 for almost 10 days.,Sewage,Manhole Overflow,Noida Sector 62,almost 10 days,28.628334,77.366677,Pending
C1111,"Key traffic junction has Traffic Signal Down at Lajpat Nagar crossing, accidents happening daily.",Traffic,Traffic Signal Down,Lajpat Nagar,since Monday,28.565761,77.241877,Resolved
C2154,"Hazardous live Transformer Fault hanging dangerously low near Community Center in Mayur Vihar Phase 1, risk of electric shock.",Electrical,Transformer Fault,Mayur Vihar Phase 1,1 week,28.609027,77.296631,Resolved
C1970,"The road in Saket has an unrepaired Missing Manhole Cover for 3 days, vehicles are getting damaged.",Roads,Missing Manhole Cover,Saket,3 days,28.522807,77.204823,Pending
C1881,Open drain with Manhole Overflow causing severe mosquito menace in Janakpuri Block B.,Sewage,Manhole Overflow,Janakpuri Block B,2 weeks,28.623515,77.088214,Pending
C1741,Underground Low Water Pressure near Gate 2 causing street flooding in Indirapuram.,Water,Low Water Pressure,Indirapuram,since last Thursday,28.640443,77.36987,In Progress
C1128,Continuous gridlock and Illegal Parking due to illegal encroaching near Post Office in Lajpat Nagar.,Traffic,Illegal Parking,Lajpat Nagar,since Monday,28.569338,77.242509,Pending
C1779,"Frequent sudden Power Outage in Rohini Sector 14 for 3 days, appliances getting damaged.",Electrical,Power Outage,Rohini Sector 14,3 days,28.718154,77.132282,In Progress
C1065,Dense bushes and Broken Bench in Pitampura park haven't been trimmed for for past 4 days.,Parks,Broken Bench,Pitampura,for past 4 days,28.699136,77.140028,In Progress
C1656,Dense bushes and Overgrown Vegetation in Shahdara park haven't been trimmed for 3 days.,Parks,Overgrown Vegetation,Shahdara,3 days,28.672571,77.286738,In Progress
C1438,Illegal waste and Overflowing Bin dumped openly beside Railway Crossing in Vasant Kunj.,Sanitation,Overflowing Bin,Vasant Kunj,3 days,28.527818,77.153635,Pending
C1299,"Frequent sudden Transformer Fault in Karol Bagh for 24 hours, appliances getting damaged.",Electrical,Transformer Fault,Karol Bagh,24 hours,28.650566,77.19148,In Progress
C1963,"Heavy rain created a massive Missing Manhole Cover in Shahdara, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Shahdara,2 weeks,28.671887,77.288273,In Progress
C1319,"Underground sewer line has Sewage Blockage near Bus Stand in Mayur Vihar Phase 1, water entering ground floor homes.",Sewage,Sewage Blockage,Mayur Vihar Phase 1,for past 4 days,28.606914,77.294836,Pending
C2117,"Street dark and unsafe for women due to Broken Street Light on 3rd Cross, Noida Sector 62 for almost 10 days.",Electrical,Broken Street Light,Noida Sector 62,almost 10 days,28.629721,77.365955,Resolved
C1079,"Manhole lid broken with Sewage Overflow near school in Rohini Sector 14, life-threatening for children.",Sewage,Sewage Overflow,Rohini Sector 14,1 week,28.71888,77.132454,Resolved
C1931,Children play area has damaged swings and Overgrown Vegetation in Pitampura municipal park.,Parks,Overgrown Vegetation,Pitampura,1 week,28.697732,77.139359,Pending
C1571,Public health emergency due to unattended Illegal Dumping near school gate in Janakpuri Block B.,Sanitation,Illegal Dumping,Janakpuri Block B,for past 4 days,28.62164,77.088359,In Progress
C1235,"Massive Dead Animal accumulating near Police Station in Dwarka Sector 6 for 3 days, terrible stench.",Sanitation,Dead Animal,Dwarka Sector 6,3 days,28.581685,77.06037,Pending
C1976,Missing directional signboard and Missing Signboard near Mother Dairy in Pitampura.,Traffic,Missing Signboard,Pitampura,5 days,28.69759,77.137635,Pending
C1436,Distribution transformer has Exposed Wire sparking continuously near Bus Stand in Connaught Place.,Electrical,Exposed Wire,Connaught Place,5 days,28.630766,77.217563,Resolved
C1996,Illegal temporary stalls and Public Nuisance blocking the walkway in Indirapuram.,Other,Public Nuisance,Indirapuram,5 days,28.641267,77.370462,Pending
C1702,"Major Low Water Pressure on the main line near Main Market in Krishna Nagar, whole sector affected.",Water,Low Water Pressure,Krishna Nagar,since last Thursday,28.661214,77.279075,In Progress
C1650,Public walkway encroached by shops causing Public Nuisance in Karol Bagh for 5 days.,Other,Public Nuisance,Karol Bagh,5 days,28.653242,77.188714,Resolved
C1133,Black foul-smelling Sewage Blockage flooding the main road in Shahdara for 3 days.,Sewage,Sewage Blockage,Shahdara,3 days,28.674051,77.288767,In Progress
C1674,Choked drainage and Sewage Blockage outside City Hospital in Rohini Sector 14 for past 2 weeks.,Sewage,Sewage Blockage,Rohini Sector 14,2 weeks,28.717107,77.131777,Pending
C1823,Children play area has damaged swings and Tree Fall Hazard in Mayur Vihar Phase 1 municipal park.,Parks,Tree Fall Hazard,Mayur Vihar Phase 1,2 days,28.609062,77.293913,Pending
C1409,"Broken boundary wall and Broken Bench in municipal garden, Karol Bagh.",Parks,Broken Bench,Karol Bagh,2 weeks,28.650679,77.191608,Resolved
C1888,"Severe Water Leakage observed near Post Office in Janakpuri Block B, clean drinking water being wasted for since Monday.",Water,Water Leakage,Janakpuri Block B,since Monday,28.620618,77.086529,Pending
C1813,Sanitation workers haven't cleared Garbage Dump near Main Market in Rohini Sector 14 for past 1 week.,Sanitation,Garbage Dump,Rohini Sector 14,1 week,28.71838,77.134463,Pending
C1222,"Underground sewer line has Sewage Overflow near Pillar 45 in Lajpat Nagar, water entering ground floor homes.",Sewage,Sewage Overflow,Lajpat Nagar,24 hours,28.56888,77.242656,Resolved
C1370,"Frequent sudden Transformer Fault in Noida Sector 62 for 3 days, appliances getting damaged.",Electrical,Transformer Fault,Noida Sector 62,3 days,28.626362,77.36613,Pending
C1176,Cattle wandering on road causing Stray Animals near Community Center in Rohini Sector 14.,Other,Stray Animals,Rohini Sector 14,since Monday,28.719616,77.131276,In Progress
C1224,Pack of aggressive stray dogs causing Encroachment near Mother Dairy in Connaught Place.,Other,Encroachment,Connaught Place,5 days,28.630812,77.217152,Pending
C1953,Continuous gridlock and Traffic Signal Down due to illegal encroaching near Post Office in Karol Bagh.,Traffic,Traffic Signal Down,Karol Bagh,2 days,28.651835,77.188717,Pending
C2096,"Drinking water supply in Saket has brown smelly Water Leakage for 5 days, health risk to residents.",Water,Water Leakage,Saket,5 days,28.525848,77.207381,Pending
C1960,Public health emergency due to unattended Overflowing Bin near school gate in Janakpuri Block B.,Sanitation,Overflowing Bin,Janakpuri Block B,almost 10 days,28.62263,77.088061,Pending
C1955,Contaminated foul-smelling water coming from taps in Noida Sector 62 for 3 days.,Water,Water Leakage,Noida Sector 62,3 days,28.627412,77.366151,Resolved
C1715,"Uncollected garbage and Dead Animal rotting in Krishna Nagar for 2 days, breeding mosquitoes.",Sanitation,Dead Animal,Krishna Nagar,2 days,28.661427,77.277248,Pending
C1192,Unauthorized commercial establishment causing Public Nuisance late night in Vasant Kunj for 1 week.,Other,Public Nuisance,Vasant Kunj,1 week,28.528444,77.155349,Pending
C1947,"Frequent sudden Power Outage in Civil Lines for 1 week, appliances getting damaged.",Electrical,Power Outage,Civil Lines,1 week,28.67855,77.221995,Resolved
C1796,"Street dark and unsafe for women due to Power Outage on 3rd Cross, Rohini Sector 14 for since last Thursday.",Electrical,Power Outage,Rohini Sector 14,since last Thursday,28.718454,77.133826,In Progress
C1457,Contaminated foul-smelling water coming from taps in Janakpuri Block B for 5 days.,Water,Water Contamination,Janakpuri Block B,5 days,28.620315,77.089445,In Progress
C1150,Large Pothole right in front of City Hospital in Civil Lines. Please fix immediately.,Roads,Pothole,Civil Lines,48 hours,28.678079,77.221664,Pending
C1818,Contaminated foul-smelling water coming from taps in Vasant Kunj for since Monday.,Water,Water Leakage,Vasant Kunj,since Monday,28.530471,77.152708,In Progress
C2168,No drinking water received in Saket due to Low Water Pressure since last 2 weeks.,Water,Low Water Pressure,Saket,2 weeks,28.525643,77.207445,Pending
C1325,Illegal temporary stalls and Public Nuisance blocking the walkway in Shahdara.,Other,Public Nuisance,Shahdara,since Monday,28.674861,77.28667,Resolved
C1770,"Community dustbin has Dead Animal in Vasant Kunj, stray dogs and cows scattering trash everywhere.",Sanitation,Dead Animal,Vasant Kunj,1 week,28.529237,77.155783,Resolved
C1596,"Major intersection in Civil Lines has Traffic Signal Down near Post Office, creating chaotic traffic jam.",Traffic,Traffic Signal Down,Civil Lines,3 days,28.676575,77.224051,Pending
C1216,No drinking water received in Rohini Sector 14 due to Low Water Pressure since last 3 days.,Water,Low Water Pressure,Rohini Sector 14,3 days,28.716202,77.134282,Resolved
C1317,Public health emergency due to unattended Dead Animal near school gate in Karol Bagh.,Sanitation,Dead Animal,Karol Bagh,48 hours,28.651073,77.189251,Pending
C1017,Underground Low Water Pressure near Gate 2 causing street flooding in Rohini Sector 14.,Water,Low Water Pressure,Rohini Sector 14,1 week,28.719512,77.134288,Pending
C2149,"Urgent repair needed for Road Damage near Post Office, road surface completely broken.",Roads,Road Damage,Krishna Nagar,5 days,28.661868,77.278311,Pending
C1502,"Community dustbin has Overflowing Bin in Rohini Sector 14, stray dogs and cows scattering trash everywhere.",Sanitation,Overflowing Bin,Rohini Sector 14,2 weeks,28.716777,77.131225,Resolved
C1117,Illegal waste and Overflowing Bin dumped openly beside Community Center in Saket.,Sanitation,Overflowing Bin,Saket,since Monday,28.523421,77.204638,Resolved
C1088,"Underground sewer line has Sewage Overflow near Mother Dairy in Lajpat Nagar, water entering ground floor homes.",Sewage,Sewage Overflow,Lajpat Nagar,48 hours,28.568125,77.244463,Pending
C1539,Black foul-smelling Sewage Blockage flooding the main road in Vasant Kunj for since last Thursday.,Sewage,Sewage Blockage,Vasant Kunj,since last Thursday,28.529363,77.152827,Pending
